contact_email,contact_name,organization_name,dataset_title,dataset_url,node,property,value,severity,error_msg,pkg_type,checker_type,template
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Occupancy Forecast SIRI Dataset,https://ckan.opendata.swiss/dataset/occupancy-forecast-siri-dataset,https://data.opentransportdata.swiss/dataset/b11c0afa-c439-420e-b6d8-658db2fc603f,dct:publisher,N2d2d4bfdc1a048d3bdc2a5e84b0dd3ec,Violation,"Class 'dcat:Dataset' - Property 'dct:publisher': The publisher must be provided as a foaf:Agent.
        See https://handbook.opendata.swiss/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-publisher
	    ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Occupancy Forecast SIRI Dataset,https://ckan.opendata.swiss/dataset/occupancy-forecast-siri-dataset,https://data.opentransportdata.swiss/dataset/b11c0afa-c439-420e-b6d8-658db2fc603f,dcat:contactPoint,N3c516880768448c7905a83e62e814f46,Violation,"Class 'dcat:Dataset' - Property 'dcat:contactPoint': The contact point must be provided as vcard:Organization or vcard:Individual.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-contactpoint-dcat
	    ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Occupancy Forecast SIRI Dataset,https://ckan.opendata.swiss/dataset/occupancy-forecast-siri-dataset,https://data.opentransportdata.swiss/dataset/b11c0afa-c439-420e-b6d8-658db2fc603f,dct:accrualPeriodicity,freq:daily,Warning,"Class 'dcat:Dataset' - Property 'dct:accrualPeriodicity': The frequency must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/frequency.
        See https://handbook.opendata.swiss/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-accrual-periodicity
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Occupancy Forecast SIRI Dataset,https://ckan.opendata.swiss/dataset/occupancy-forecast-siri-dataset,https://data.opentransportdata.swiss/dataset/b11c0afa-c439-420e-b6d8-658db2fc603f,dct:language,en,Warning,"Class 'dcat:Dataset' - Property 'dct:language': The language must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/language.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-language
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Occupancy Forecast SIRI Dataset,https://ckan.opendata.swiss/dataset/occupancy-forecast-siri-dataset,https://data.opentransportdata.swiss/dataset/b11c0afa-c439-420e-b6d8-658db2fc603f,dcat:theme,http://opendata.swiss/group/mobility,Warning,"Class 'dcat:Dataset' - Property 'dcat:theme': The theme must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/data-theme.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-theme-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Occupancy Forecast SIRI Dataset,https://ckan.opendata.swiss/dataset/occupancy-forecast-siri-dataset,https://data.opentransportdata.swiss/dataset/b11c0afa-c439-420e-b6d8-658db2fc603f,dcat:landingPage,https://data.opentransportdata.swiss/dataset/occupancy-forecast-siri-dataset,Warning,"Class 'dcat:Dataset' - Property 'dcat:landingPage': The landing page must be provided as an IRI.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-landingpage-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Barrierefreiheit - Parkplatz (Heute),https://ckan.opendata.swiss/dataset/barrierefreiheit-parkplatz-heute,https://data.opentransportdata.swiss/dataset/40e46d9f-1a3a-4d3d-a59b-d8d6a0ebee3a,dct:publisher,Ncdb750e7dd2d47b5a74709bf3bf78beb,Violation,"Class 'dcat:Dataset' - Property 'dct:publisher': The publisher must be provided as a foaf:Agent.
        See https://handbook.opendata.swiss/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-publisher
	    ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Barrierefreiheit - Parkplatz (Heute),https://ckan.opendata.swiss/dataset/barrierefreiheit-parkplatz-heute,https://data.opentransportdata.swiss/dataset/40e46d9f-1a3a-4d3d-a59b-d8d6a0ebee3a,dct:language,en,Warning,"Class 'dcat:Dataset' - Property 'dct:language': The language must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/language.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-language
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Barrierefreiheit - Parkplatz (Heute),https://ckan.opendata.swiss/dataset/barrierefreiheit-parkplatz-heute,https://data.opentransportdata.swiss/dataset/40e46d9f-1a3a-4d3d-a59b-d8d6a0ebee3a,dcat:theme,http://opendata.swiss/group/mobility,Warning,"Class 'dcat:Dataset' - Property 'dcat:theme': The theme must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/data-theme.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-theme-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Barrierefreiheit - Parkplatz (Heute),https://ckan.opendata.swiss/dataset/barrierefreiheit-parkplatz-heute,https://data.opentransportdata.swiss/dataset/40e46d9f-1a3a-4d3d-a59b-d8d6a0ebee3a,dcat:landingPage,https://data.opentransportdata.swiss/dataset/prm-parking_lot-actual-date,Warning,"Class 'dcat:Dataset' - Property 'dcat:landingPage': The landing page must be provided as an IRI.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-landingpage-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Barrierefreiheit - Parkplatz (Heute),https://ckan.opendata.swiss/dataset/barrierefreiheit-parkplatz-heute,https://data.opentransportdata.swiss/dataset/40e46d9f-1a3a-4d3d-a59b-d8d6a0ebee3a,dct:accrualPeriodicity,freq:daily,Warning,"Class 'dcat:Dataset' - Property 'dct:accrualPeriodicity': The frequency must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/frequency.
        See https://handbook.opendata.swiss/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-accrual-periodicity
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Barrierefreiheit - Parkplatz (Heute),https://ckan.opendata.swiss/dataset/barrierefreiheit-parkplatz-heute,https://data.opentransportdata.swiss/dataset/40e46d9f-1a3a-4d3d-a59b-d8d6a0ebee3a,dcat:contactPoint,Ne3a06e95479747a5b31a1163708fdf41,Violation,"Class 'dcat:Dataset' - Property 'dcat:contactPoint': The contact point must be provided as vcard:Organization or vcard:Individual.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-contactpoint-dcat
	    ",dcat,shacl,shaclchecker_error.html
