contact_email,contact_name,organization_name,dataset_title,dataset_url,node,property,value,severity,error_msg,pkg_type,checker_type,template
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Barrierefreiheit - Parkplatz (alle Versionen),https://ckan.opendata.swiss/dataset/barrierefreiheit-parkplatz-alle-versionen,https://data.opentransportdata.swiss/dataset/0e77de62-3ea8-4e0e-a9ab-c9c888ac633c,dcat:theme,http://opendata.swiss/group/mobility,Warning,"Class 'dcat:Dataset' - Property 'dcat:theme': The theme must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/data-theme.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-theme-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Barrierefreiheit - Parkplatz (alle Versionen),https://ckan.opendata.swiss/dataset/barrierefreiheit-parkplatz-alle-versionen,https://data.opentransportdata.swiss/dataset/0e77de62-3ea8-4e0e-a9ab-c9c888ac633c,dcat:contactPoint,Nbb5f1410041a4ec7bff2c040cd134aca,Violation,"Class 'dcat:Dataset' - Property 'dcat:contactPoint': The contact point must be provided as vcard:Organization or vcard:Individual.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-contactpoint-dcat
	    ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Barrierefreiheit - Parkplatz (alle Versionen),https://ckan.opendata.swiss/dataset/barrierefreiheit-parkplatz-alle-versionen,https://data.opentransportdata.swiss/dataset/0e77de62-3ea8-4e0e-a9ab-c9c888ac633c,dct:publisher,Nd5481214c9364870ad731abcb2ca727c,Violation,"Class 'dcat:Dataset' - Property 'dct:publisher': The publisher must be provided as a foaf:Agent.
        See https://handbook.opendata.swiss/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-publisher
	    ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Barrierefreiheit - Parkplatz (alle Versionen),https://ckan.opendata.swiss/dataset/barrierefreiheit-parkplatz-alle-versionen,https://data.opentransportdata.swiss/dataset/0e77de62-3ea8-4e0e-a9ab-c9c888ac633c,dct:accrualPeriodicity,freq:daily,Warning,"Class 'dcat:Dataset' - Property 'dct:accrualPeriodicity': The frequency must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/frequency.
        See https://handbook.opendata.swiss/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-accrual-periodicity
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Barrierefreiheit - Parkplatz (alle Versionen),https://ckan.opendata.swiss/dataset/barrierefreiheit-parkplatz-alle-versionen,https://data.opentransportdata.swiss/dataset/0e77de62-3ea8-4e0e-a9ab-c9c888ac633c,dct:language,en,Warning,"Class 'dcat:Dataset' - Property 'dct:language': The language must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/language.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-language
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Barrierefreiheit - Parkplatz (alle Versionen),https://ckan.opendata.swiss/dataset/barrierefreiheit-parkplatz-alle-versionen,https://data.opentransportdata.swiss/dataset/0e77de62-3ea8-4e0e-a9ab-c9c888ac633c,dcat:landingPage,https://data.opentransportdata.swiss/dataset/prm-parking_lot-full,Warning,"Class 'dcat:Dataset' - Property 'dcat:landingPage': The landing page must be provided as an IRI.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-landingpage-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,(Beta) Fernbusse,https://ckan.opendata.swiss/dataset/testdatensatz-fernbus,https://data.opentransportdata.swiss/dataset/3858e0af-fe06-42ae-b04d-5c7d6922ef43,dct:language,en,Warning,"Class 'dcat:Dataset' - Property 'dct:language': The language must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/language.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-language
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,(Beta) Fernbusse,https://ckan.opendata.swiss/dataset/testdatensatz-fernbus,https://data.opentransportdata.swiss/dataset/3858e0af-fe06-42ae-b04d-5c7d6922ef43,dcat:theme,http://opendata.swiss/group/mobility,Warning,"Class 'dcat:Dataset' - Property 'dcat:theme': The theme must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/data-theme.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-theme-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,(Beta) Fernbusse,https://ckan.opendata.swiss/dataset/testdatensatz-fernbus,https://data.opentransportdata.swiss/dataset/3858e0af-fe06-42ae-b04d-5c7d6922ef43,dct:accrualPeriodicity,freq:irregular,Warning,"Class 'dcat:Dataset' - Property 'dct:accrualPeriodicity': The frequency must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/frequency.
        See https://handbook.opendata.swiss/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-accrual-periodicity
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,(Beta) Fernbusse,https://ckan.opendata.swiss/dataset/testdatensatz-fernbus,https://data.opentransportdata.swiss/dataset/3858e0af-fe06-42ae-b04d-5c7d6922ef43,dcat:contactPoint,N74a5d30e5d854af5bd85ae98775a61f6,Violation,"Class 'dcat:Dataset' - Property 'dcat:contactPoint': The contact point must be provided as vcard:Organization or vcard:Individual.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-contactpoint-dcat
	    ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,(Beta) Fernbusse,https://ckan.opendata.swiss/dataset/testdatensatz-fernbus,https://data.opentransportdata.swiss/dataset/3858e0af-fe06-42ae-b04d-5c7d6922ef43,dcat:landingPage,https://data.opentransportdata.swiss/dataset/netex-fernbus,Warning,"Class 'dcat:Dataset' - Property 'dcat:landingPage': The landing page must be provided as an IRI.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-landingpage-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,(Beta) Fernbusse,https://ckan.opendata.swiss/dataset/testdatensatz-fernbus,https://data.opentransportdata.swiss/dataset/3858e0af-fe06-42ae-b04d-5c7d6922ef43,dct:publisher,Nb3116061c0c945d3afbf196e389b7b30,Violation,"Class 'dcat:Dataset' - Property 'dct:publisher': The publisher must be provided as a foaf:Agent.
        See https://handbook.opendata.swiss/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-publisher
	    ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Testdatensätze Realisierungsvorgaben HRDF 2.0.6 und 2.0.7,https://ckan.opendata.swiss/dataset/testdatensatze-realisierungsvorgaben-hrdf-2-0-6-und-2-0-7,https://data.opentransportdata.swiss/dataset/eb7fc17b-5676-47f8-a8a1-dde9b00f76c7,dcat:landingPage,https://data.opentransportdata.swiss/dataset/hrdf_test_207,Warning,"Class 'dcat:Dataset' - Property 'dcat:landingPage': The landing page must be provided as an IRI.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-landingpage-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Testdatensätze Realisierungsvorgaben HRDF 2.0.6 und 2.0.7,https://ckan.opendata.swiss/dataset/testdatensatze-realisierungsvorgaben-hrdf-2-0-6-und-2-0-7,https://data.opentransportdata.swiss/dataset/eb7fc17b-5676-47f8-a8a1-dde9b00f76c7,dcat:contactPoint,Na64034dd268a48c292c62a1e0b489dab,Violation,"Class 'dcat:Dataset' - Property 'dcat:contactPoint': The contact point must be provided as vcard:Organization or vcard:Individual.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-contactpoint-dcat
	    ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Testdatensätze Realisierungsvorgaben HRDF 2.0.6 und 2.0.7,https://ckan.opendata.swiss/dataset/testdatensatze-realisierungsvorgaben-hrdf-2-0-6-und-2-0-7,https://data.opentransportdata.swiss/dataset/eb7fc17b-5676-47f8-a8a1-dde9b00f76c7,dct:publisher,N7ff6c69897a14e6bb91577ffeaea859b,Violation,"Class 'dcat:Dataset' - Property 'dct:publisher': The publisher must be provided as a foaf:Agent.
        See https://handbook.opendata.swiss/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-publisher
	    ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Testdatensätze Realisierungsvorgaben HRDF 2.0.6 und 2.0.7,https://ckan.opendata.swiss/dataset/testdatensatze-realisierungsvorgaben-hrdf-2-0-6-und-2-0-7,https://data.opentransportdata.swiss/dataset/eb7fc17b-5676-47f8-a8a1-dde9b00f76c7,dct:accrualPeriodicity,freq:irregular,Warning,"Class 'dcat:Dataset' - Property 'dct:accrualPeriodicity': The frequency must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/frequency.
        See https://handbook.opendata.swiss/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-accrual-periodicity
        ",dcat,shacl,shaclchecker_error.html
